Key,Text,Tooltip,File
building_chains_chain_tooltip_hv_city_earth,城鎮行政,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_chains_chain_tooltip_hv_city_fire,城鎮行政,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_chains_chain_tooltip_hv_city_metal,城鎮行政,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_chains_chain_tooltip_hv_city_water,城鎮行政,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_chains_chain_tooltip_hv_city_wood,城鎮行政,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_chains_chain_tooltip_hv_subtown_garrison,巡守衛隊,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_chain_tooltip_hv_subtown_garrison_sun_jian,地方豪強,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_chain_tooltip_hv_subtown_qiang,羌人部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_chain_tooltip_hv_subtown_shanyue,山越部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_chain_tooltip_hv_subtown_sogd,粟特商人,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_chain_tooltip_hv_subtown_wuhuan,烏桓部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_chain_tooltip_hv_subtown_wulingman,武陵蠻部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_chain_tooltip_hv_subtown_xiongnu,匈奴部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_garrison,巡守衛隊,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_garrison_sun_jian,地方豪強,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_qiang,羌人部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_shanyue,山越部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_sogd,粟特商人,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_wuhuan,烏桓部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_wulingman,武陵蠻部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_encyclopedia_name_hv_subtown_xiongnu,匈奴部落,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_garrison,巡守衛隊建築序列描述,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_garrison_sun_jian,地方豪強建築序列描述,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_qiang,這些部落不願歸化，但願意提供軍事援助。,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_shanyue,這些部落不願歸化，但願意提供軍事援助。,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_sogd,粟特商人駐留此區並增進商貿發展。,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_wuhuan,這些部落不願歸化，但願意提供軍事援助。,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_wulingman,武陵蠻建築序列描述,True,!@hv_TEXT_BUILDING.loc.tsv
building_chains_override_description_hv_subtown_xiongnu,這些部落不願歸化，但願意提供軍事援助。,True,!@hv_TEXT_BUILDING.loc.tsv
building_culture_variants_name_hv_city_earth_00,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 荒廢,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_01,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_02,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_03,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_04,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_05,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_06,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_07,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 小型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_073k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政小型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_08,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 中型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_083k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政中型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_09,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 大型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_093k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政大型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_10,[[img:ui/skins/default/3k_main_character_details_attribute_authority.png]][[/img]] 皇城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_earth_103k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政皇城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_00,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 荒廢,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_01,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_02,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_03,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_04,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_05,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_06,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_07,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 小型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_073k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政小型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_08,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 中型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_083k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政中型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_09,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 大型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_093k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政大型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_10,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 皇城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_fire_103k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政皇城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_00,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 荒廢,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_01,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_02,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_03,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型鎮,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_04,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_05,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_06,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型城,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_07,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 小型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_073k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政小型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_08,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 中型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_083k_dlc05_subculture_bandits,[[img:ui/skins/default/3k_main_character_details_attribute_instinct.png]][[/img]] 廢政中型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
building_culture_variants_name_hv_city_metal_09,[[img:ui/skins/default/3k_main_character_details_attribute_expertise.png]][[/img]] 大型都邑,True,!@hv_TEXT_BUILDING_CITY.loc.tsv
