Key,Text,Tooltip,English,Override by key,Mapped by text,Mapped by pattern,Vanilla,2.2 translation,2.2 translation shortened key,Source,Short Key,File
----ability name----,,False,,,,,,,,Missing,----ability name----,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
----skill name----,,False,,,,,,,,Missing,----skill name----,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
building_chains_chain_tooltip_hv_subtown_confucius,孔子学院,True,Confucius Institute,,孔子学院,,,,,Mapped by text,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_danyang,丹阳部队据点,True,Danyang Troop Post,,丹阳部队据点,,,,,Mapped by text,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_garrison,地方巡卫军,True,Vigilante ,,,,,地方巡卫军,,2.2 translation,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_garrison_sun_jian,[[col:flavour]]地方豪强庄园[[/col]],True,[[col:flavour]]Local Noble's Estate[[/col]],,[[col:flavour]]地方豪强庄园[[/col]],,,地方豪强,,Mapped by text,building_chains_chain_tooltip_hv_subtown_garrison_sun,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_han_small_farm,补给管理,True,Supply Management,,补给管理,,,,,Mapped by text,building_chains_chain_tooltip_hv_subtown_han_small,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_nanman,狩猎区,True,Hunting Area,,狩猎区,,,,,Mapped by text,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_nanman_outpost,南蛮交易所,True,Nanman-Han Trading Post,,南蛮交易所,,,,,Mapped by text,building_chains_chain_tooltip_hv_subtown_nanman,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_qiang,羌人部落,True,Qiang Tribe,,,,,羌人部落,,2.2 translation,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_shanyue,山越部落,True,Shanyue Tribe,,,,,山越部落,,2.2 translation,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_wuhuan,乌桓部落,True,Wuhuan Tribe,,,,,乌桓部落,,2.2 translation,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_xiongnu,匈奴部落,True,Xiongnu Tribe,,,,,匈奴部落,,2.2 translation,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_chain_tooltip_hv_subtown_ytr,黄巾教派,False,Yellow Turban Cult,,黄巾教派,,,,,Mapped by text,building_chains_chain_tooltip_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_confucius,孔子学院,True,Confucius Institute,,孔子学院,,,,,Mapped by text,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_danyang,丹阳部队据点,True,Danyang Troop Post,,丹阳部队据点,,,,,Mapped by text,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_garrison,地方巡卫军,True,Vigilante ,,,,,地方巡卫军,,2.2 translation,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_garrison_sun_jian,地方豪强庄园,True,Local Noble's Estate,,地方豪强庄园,,,地方豪强,,Mapped by text,building_chains_encyclopedia_name_hv_subtown_garrison_sun,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_han_small_farm,补给管理,True,Supply Management,,补给管理,,,,,Mapped by text,building_chains_encyclopedia_name_hv_subtown_han_small,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_nanman,狩猎区,True,Hunting Area,,狩猎区,,,,,Mapped by text,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_nanman_outpost,南蛮交易所,True,Nanman-Han Trading Post,,南蛮交易所,,,,,Mapped by text,building_chains_encyclopedia_name_hv_subtown_nanman,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_qiang,羌人部落,True,Qiang Tribe,,,,,羌人部落,,2.2 translation,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_shanyue,山越部落,True,Shanyue Tribe,,,,,山越部落,,2.2 translation,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_wuhuan,乌桓部落,True,Wuhuan Tribe,,,,,乌桓部落,,2.2 translation,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_xiongnu,匈奴部落,True,Xiongnu Tribe,,,,,匈奴部落,,2.2 translation,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_encyclopedia_name_hv_subtown_ytr,黄巾教派,False,Yellow Turban Cult,,黄巾教派,,,,,Mapped by text,building_chains_encyclopedia_name_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_confucius,贤师高徒汇聚之所。,True,A place where great teachers and passionate students gather.,,贤师高徒汇聚之所。,,,,,Mapped by text,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_danyang,丹阳人以奋勇著称。陶谦整备军队，训练有素。,True,The people of Danyang have a reputation for bravery. Tao Qian has turned them into a well-trained army.,,丹阳人以奋勇著称。陶谦整备军队，训练有素。,,,,,Mapped by text,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_garrison,巡守卫队在此地域巡逻，骚扰敌军。,True,Vigilantes patrol the region and harass enemy armies.,,巡守卫队在此地域巡逻，骚扰敌军。,,,地方巡卫军建筑序列描述,,Mapped by text,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_garrison_sun_jian,地方豪强的地产。,True,The estates of powerful and wealthy families.,,地方豪强的地产。,,,地方豪强建筑序列描述,,Mapped by text,building_chains_override_description_hv_subtown_garrison_sun,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_han_small_farm,完善管理本地货物，回收废弃物品。,True,Manage local products more thoroughly and convert wasted materials into stockpiles.,,完善管理本地货物，回收废弃物品。,,,,,Mapped by text,building_chains_override_description_hv_subtown_han_small,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_nanman,部落猎人可为我们提供额外的食物。,True,Tribal hunters can provide us with additional food.,,部落猎人可为我们提供额外的食物。,,,,,Mapped by text,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_nanman_outpost,与土著交易之处。,True,A place to trade with the natives.,,与土著交易之处。,,,,,Mapped by text,building_chains_override_description_hv_subtown_nanman,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_qiang,这些部落不愿归化，但愿意提供军事援助。,True,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",,,,,这些部落不愿归化，但愿意提供军事援助。,,2.2 translation,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_shanyue,这些部落不愿归化，但愿意提供军事援助。,True,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",,,,,这些部落不愿归化，但愿意提供军事援助。,,2.2 translation,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_wuhuan,这些部落不愿归化，但愿意提供军事援助。,True,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",,,,,这些部落不愿归化，但愿意提供军事援助。,,2.2 translation,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_xiongnu,这些部落不愿归化，但愿意提供军事援助。,True,"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",,,,,这些部落不愿归化，但愿意提供军事援助。,,2.2 translation,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_chains_override_description_hv_subtown_ytr,要开始一段新的征途，人们需要先熟悉路径。,False,At the beginning of a new journey all must learn the new way.,,,,要开始一段新的征途，人们需要先熟悉路径。,,,Vanilla,building_chains_override_description_hv_subtown,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_confucius_01,孔子学院,True,Confucius Institute,,孔子学院,,,,,Mapped by text,building_culture_variants_name_hv_subtown_confucius,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_danyang_01,丹阳部队军营,True,Danyang Troop Barrack,,丹阳部队军营,,,,,Mapped by text,building_culture_variants_name_hv_subtown_danyang,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_danyang_02,丹阳部队营寨,True,Danyang Troop Encampment,,丹阳部队营寨,,,,,Mapped by text,building_culture_variants_name_hv_subtown_danyang,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_01,重门军哨站,True,Vigilante Posts,,,,,重门军哨站,,2.2 translation,building_culture_variants_name_hv_subtown_garrison,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_02,重门军营地,True,Vigilante Barracks,,,,,重门军营地,,2.2 translation,building_culture_variants_name_hv_subtown_garrison,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_sun_jian_01,地主庭院,True,Local Noble's Household,,,,,地主庭院,,2.2 translation,building_culture_variants_name_hv_subtown_garrison_sun_jian,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_garrison_sun_jian_02,巨贾庄园,True,Local Noble's Manor,,,,,巨贾庄园,,2.2 translation,building_culture_variants_name_hv_subtown_garrison_sun_jian,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_nanman_outpost_01,南蛮交易所,True,Nanman-Han Trading Post,,南蛮交易所,,,,,Mapped by text,building_culture_variants_name_hv_subtown_nanman_outpost,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_nanman_shikar_01,狩猎区,True,Hunting Area,,狩猎区,,,,,Mapped by text,building_culture_variants_name_hv_subtown_nanman_shikar,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_qiang_00,羌人散户,True,Scattered Qiang Community,,,,,羌人散户,,2.2 translation,building_culture_variants_name_hv_subtown_qiang,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_qiang_01,羌人聚落,True,Qiang Tribal Camp,,,,,羌人聚落,,2.2 translation,building_culture_variants_name_hv_subtown_qiang,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_qiang_02,羌人村庄,True,Qiang Tribal Herd,,,,,羌人村庄,,2.2 translation,building_culture_variants_name_hv_subtown_qiang,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_shanyue_00,山越营地,True,Scattered Shanyue Community,,,,,山越营地,,2.2 translation,building_culture_variants_name_hv_subtown_shanyue,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_shanyue_01,山越聚落,True,Shanyue Tribal Herd,,,,,山越聚落,,2.2 translation,building_culture_variants_name_hv_subtown_shanyue,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_shanyue_02,山越集镇,True,Shanyue Tribal Town,,,,,山越集镇,,2.2 translation,building_culture_variants_name_hv_subtown_shanyue,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_small_farm_01,储备站,True,Stockpile Storage ,,储备站,,,,,Mapped by text,building_culture_variants_name_hv_subtown_small_farm,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_small_farm_02,仓廪,True,Warehouse,,,,仓廪,,,Vanilla,building_culture_variants_name_hv_subtown_small_farm,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_small_farm_03,大型仓库,True,Large Warehouse,,大型仓库,,,,,Mapped by text,building_culture_variants_name_hv_subtown_small_farm,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_wuhuan_00,乌桓散户,True,Scattered Wuhuan Community,,,,,乌桓散户,,2.2 translation,building_culture_variants_name_hv_subtown_wuhuan,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_wuhuan_01,乌桓聚落,True,Wuhuan Tribal Camp,,,,,乌桓聚落,,2.2 translation,building_culture_variants_name_hv_subtown_wuhuan,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_wuhuan_02,乌桓村庄,True,Wuhuan Tribal Herd,,,,,乌桓村庄,,2.2 translation,building_culture_variants_name_hv_subtown_wuhuan,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_xiongnu_00,匈奴散户,True,Scattered Xiongnu Community,,,,,匈奴散户,,2.2 translation,building_culture_variants_name_hv_subtown_xiongnu,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_xiongnu_01,匈奴聚落,True,Xiongnu Tribal Camp,,,,,匈奴聚落,,2.2 translation,building_culture_variants_name_hv_subtown_xiongnu,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_xiongnu_02,匈奴村庄,True,Xiongnu Tribal Herd,,,,,匈奴村庄,,2.2 translation,building_culture_variants_name_hv_subtown_xiongnu,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_yellow_turban_synad_01,黄巾旅站,False,Yellow Turban Lodge,,黄巾旅站,,,,,Mapped by text,building_culture_variants_name_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_yellow_turban_synad_02,黄巾朝堂,False,Yellow Turban Hall,,黄巾朝堂,,,,,Mapped by text,building_culture_variants_name_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_culture_variants_name_hv_subtown_yellow_turban_synad_03,黄巾教殿,False,Yellow Turban Synod,,黄巾教殿,,,,,Mapped by text,building_culture_variants_name_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_confucius_01,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_confucius,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_danyang_01,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_danyang,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_danyang_02,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_danyang,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_01,长描述,True,long_description,,长描述,,,长描述,,Mapped by text,building_description_texts_long_description_hv_subtown_garrison,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_02,长描述,True,long_description,,长描述,,,长描述,,Mapped by text,building_description_texts_long_description_hv_subtown_garrison,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_sun_jian_01,长描述,True,long_description,,长描述,,,长描述,,Mapped by text,building_description_texts_long_description_hv_subtown_garrison_sun_jian,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_sun_jian_02,长描述,True,long_description,,长描述,,,长描述,,Mapped by text,building_description_texts_long_description_hv_subtown_garrison_sun_jian,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_ytr_01,长描述,True,long_description,,长描述,,,长描述,,Mapped by text,building_description_texts_long_description_hv_subtown_garrison_ytr,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_garrison_ytr_02,长描述,True,long_description,,长描述,,,长描述,,Mapped by text,building_description_texts_long_description_hv_subtown_garrison_ytr,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_01,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_han_small_farm,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_02,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_han_small_farm,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_han_small_farm_03,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_han_small_farm,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_nanman_outpost_01,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_nanman_outpost,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_nanman_shikar_01,长描述,True,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_nanman_shikar,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_qiang_01,长描述,True,qiang_01_long_description,,,,,长描述,,2.2 translation,building_description_texts_long_description_hv_subtown_qiang,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_qiang_02,长描述,True,qiang_02_long_description,,,,,长描述,,2.2 translation,building_description_texts_long_description_hv_subtown_qiang,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_shanyue_01,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,True,"Being a tribal people, the Shanyue are unused to the urban and decadent cities of the Han and prefer a life in encamped in the wilderness. Although not nomadic, the hill tribes are nevertheless a more pastoral, agricultural peoples. \\n\\n From their camps, they can both tend to their needs as a people and prepare themselves, militarily, for the ever-present and increasing threat of invasion from the North.",,,,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,山越部落与汉人习俗不同，他们并不习惯于居住在高屋建瓴的城镇当中，而是习惯于住在帐篷里。他们并不是游牧民族，而是以农业为生，过着田园牧歌一般的生活。\\n\\n帐篷既能满足山越之民们的生活需求，也能让他们有效地为来自北部日益严重的入侵威胁作好准备。,,Vanilla,building_description_texts_long_description_hv_subtown_shanyue,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_shanyue_02,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,True,"The Southlands have long been the home of the Shanyue tribes, and it is their ardent hope that it always will be. This is the truth by which they live, and one they must fight to protect as warlords begin to encroach. \\n\\n The Shanyue know the hills of the South better than any, and amidst the striking scenery, their fortresses rise: places to live and grow, away from both the extremities of the elements and the eyes of the enemy.",,,,,江南一带长久以来一直是山越之民的故乡，他们对这片土地怀有深厚的感情。如今野心勃勃的诸侯们要蚕食他们祖辈所居之地，他们必须拿起武器，以奋战保卫故土。\\n\\n山越之民比汉人更熟悉江南的丘陵地形，他们将自己的堡垒建立在群山中最险要的地方。他们可以在远离天灾人祸的地方安居乐业。,,2.2 translation,building_description_texts_long_description_hv_subtown_shanyue,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_wuhuan_01,长描述,True,wuhuan_01_long_description,,,,,长描述,,2.2 translation,building_description_texts_long_description_hv_subtown_wuhuan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_wuhuan_02,长描述,True,wuhuan_02_long_description,,,,,长描述,,2.2 translation,building_description_texts_long_description_hv_subtown_wuhuan,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_xiongnu_01,长描述,True,xiongnu_01_long_description,,,,,长描述,,2.2 translation,building_description_texts_long_description_hv_subtown_xiongnu,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_xiongnu_02,长描述,True,xiongnu_02_long_description,,,,,长描述,,2.2 translation,building_description_texts_long_description_hv_subtown_xiongnu,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_01,长描述,False,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_02,长描述,False,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_description_texts_long_description_hv_subtown_yellow_turban_synad_03,长描述,False,long_description,,长描述,,,,,Mapped by text,building_description_texts_long_description_hv_subtown_yellow_turban_synad,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_confucius_01,短描述,True,short_description,,短描述,,,,,Mapped by text,building_description_texts_short_description_hv_subtown_confucius,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_danyang_01,短描述,True,short_description,,短描述,,,,,Mapped by text,building_description_texts_short_description_hv_subtown_danyang,hv_TEXT_building.loc.tsv
building_description_texts_short_description_hv_subtown_danyang_02,短描述,True,short_description,,短描述,,,,,Mapped by text,building_description_texts_short_description_hv_subtown_danyang,hv_TEXT_building.loc.tsv
