Key,Text,Tooltip,File
MTU Characters,,False,[06]__By_procrastinator.loc.tsv
Vanilla Characters,,False,[06]__By_procrastinator.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_historic,趙嫗將遵循歷史自成一派,True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lady_trieu_rumor,趙嫗將現身於一個南方國度,True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_dummy_mtu_lu_bu_interpose,呂布介入了袁術與劉備的爭鬥之中，並嘗試促使雙方講和。,True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_guan_xing,人物出生：關興,True,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_guan_yinping,人物出生：關嫣,True,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_liu_shan,人物出生：劉禪,True,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_zhang_bao,人物出生：張苞,True,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_born_dummy_zhang_xingcai,人物出生：張氏,True,[04]__MTU_events__Born.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_appointed_zhenjunjiangjun,加封趙雲爲虎威將軍,True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_get_blue_blade,趙雲在戰場上奪得了一把泛着青光的短劍，看靶上有金嵌「青釭」二字，方知是寶劍也,True,[04]__MTU_events__Common.loc.tsv
campaign_payload_ui_details_description_mtu_zhao_yun_get_new_armour,解鎖虎威將軍的護甲,True,[04]__MTU_events__Common.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_bring_cai_yan_dilemma_pcFIRST,派特使將她贖回,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_bring_cai_yan_dilemma_pcSECOND,不可濫用公款！,True,[04]__MTU_events___Cai_family.loc.tsv
cdir_events_dilemma_choice_details_localised_choice_label_3k_mtu_global_event_cai_yong_death_dilemma_pcFIRST,支持王允,True,[04]__MTU_events___Cai_family.loc.tsv
