Key,Short Key,Text,Tooltip
building_ui_groups_onscreen_name_hv_ui_building_group_subtown_han,building_ui_groups_onscreen_name_hv_ui_building_group_subtown,附加发展,True
building_description_texts_long_description_hv_subtown_control,building_description_texts_long_description_hv_subtown,长描述,True
building_short_description_texts_short_description_hv_subtown_control,building_short_description_texts_short_description_hv_subtown,短描述,True
building_culture_variants_name_hv_subtown_qiang_00,building_culture_variants_name_hv_subtown_qiang,羌人散户,True
building_culture_variants_name_hv_subtown_qiang_01,building_culture_variants_name_hv_subtown_qiang,羌人聚落,True
building_culture_variants_name_hv_subtown_qiang_02,building_culture_variants_name_hv_subtown_qiang,羌人村庄,True
building_culture_variants_name_hv_subtown_qiang_03,building_culture_variants_name_hv_subtown_qiang,羌人集镇,True
building_culture_variants_name_hv_subtown_qiang_control_01,building_culture_variants_name_hv_subtown_qiang_control,部落控制,True
building_chains_chain_tooltip_hv_subtown_qiang,building_chains_chain_tooltip_hv_subtown,羌人部落,True
building_chains_encyclopedia_name_hv_subtown_qiang,building_chains_encyclopedia_name_hv_subtown,羌人部落,True
building_chains_override_description_hv_subtown_qiang,building_chains_override_description_hv_subtown,这些部落不愿归化，但愿意提供军事援助。,True
building_description_texts_long_description_hv_subtown_qiang_01,building_description_texts_long_description_hv_subtown_qiang,长描述,True
building_description_texts_long_description_hv_subtown_qiang_02,building_description_texts_long_description_hv_subtown_qiang,长描述,True
building_description_texts_long_description_hv_subtown_qiang_03,building_description_texts_long_description_hv_subtown_qiang,长描述,True
building_short_description_texts_short_description_hv_subtown_qiang_01,building_short_description_texts_short_description_hv_subtown_qiang,短描述,True
building_short_description_texts_short_description_hv_subtown_qiang_02,building_short_description_texts_short_description_hv_subtown_qiang,短描述,True
building_short_description_texts_short_description_hv_subtown_qiang_03,building_short_description_texts_short_description_hv_subtown_qiang,短描述,True
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_qiang,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,羌人部落,True
building_ui_groups_onscreen_name_hv_ui_building_group_qiang,building_ui_groups_onscreen_name_hv_ui_building_group,游牧民族,True
building_culture_variants_name_hv_subtown_wuhuan_00,building_culture_variants_name_hv_subtown_wuhuan,乌桓散户,True
building_culture_variants_name_hv_subtown_wuhuan_01,building_culture_variants_name_hv_subtown_wuhuan,乌桓聚落,True
building_culture_variants_name_hv_subtown_wuhuan_02,building_culture_variants_name_hv_subtown_wuhuan,乌桓村庄,True
building_culture_variants_name_hv_subtown_wuhuan_03,building_culture_variants_name_hv_subtown_wuhuan,乌桓集镇,True
building_culture_variants_name_hv_subtown_wuhuan_control_01,building_culture_variants_name_hv_subtown_wuhuan_control,部落控制,True
building_chains_chain_tooltip_hv_subtown_wuhuan,building_chains_chain_tooltip_hv_subtown,乌桓部落,True
building_chains_encyclopedia_name_hv_subtown_wuhuan,building_chains_encyclopedia_name_hv_subtown,乌桓部落,True
building_chains_override_description_hv_subtown_wuhuan,building_chains_override_description_hv_subtown,这些部落不愿归化，但愿意提供军事援助。,True
building_description_texts_long_description_hv_subtown_wuhuan_01,building_description_texts_long_description_hv_subtown_wuhuan,长描述,True
building_description_texts_long_description_hv_subtown_wuhuan_02,building_description_texts_long_description_hv_subtown_wuhuan,长描述,True
building_description_texts_long_description_hv_subtown_wuhuan_03,building_description_texts_long_description_hv_subtown_wuhuan,长描述,True
building_short_description_texts_short_description_hv_subtown_wuhuan_01,building_short_description_texts_short_description_hv_subtown_wuhuan,短描述,True
building_short_description_texts_short_description_hv_subtown_wuhuan_02,building_short_description_texts_short_description_hv_subtown_wuhuan,短描述,True
building_short_description_texts_short_description_hv_subtown_wuhuan_03,building_short_description_texts_short_description_hv_subtown_wuhuan,短描述,True
building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display_wuhuan,building_levels_settlement_ui_displays_tooltip_hv_settlement_panel_display,乌桓部落,True
